unix_time_offset,x_norm,y_norm,z,qx,qy,qz,qw
1225.59673070908,2955.99228264624,-297.514689843985,1.77632287,-0.029905198,0.007074133,0.660888885,0.749854331
1225.81867313385,2956.07955204416,-296.902105716057,1.785938674,-0.024529739,0.011790586,0.660258602,0.750545036
1225.9946410656,2956.14434557827,-296.431158100022,1.794258683,-0.021041012,0.01447052,0.659736385,0.751063101
1226.20139694214,2956.20729650045,-295.943777451059,1.798530749,-0.019077286,0.016821364,0.658571492,0.752088218
1226.42426753044,2956.28576063132,-295.305043476052,1.801316736,-0.018323748,0.018964391,0.656180827,0.754142768
1226.6001367569,2956.34431982413,-294.825451364974,1.804713311,-0.018883149,0.018557553,0.65450287,0.755595816
1226.80727553368,2956.40256999433,-294.34660247399,1.812034906,-0.019818845,0.015897342,0.653252614,0.756713625
1227.01496505737,2956.47767793713,-293.71695655107,1.833928088,-0.022138604,0.011169489,0.652141025,0.757692028
1227.22183871269,2956.53546889219,-293.231848782976,1.852826035,-0.025057883,0.009593751,0.651607301,0.758081782
1227.41278266907,2956.59189053718,-292.759279177058,1.863016932,-0.02837875,0.010779385,0.651306541,0.758207255
1227.60467004776,2956.66176377842,-292.166476555052,1.864220254,-0.031591765,0.014011134,0.650842326,0.758425946
1227.79658102989,2956.72118151141,-291.662764111999,1.856799616,-0.033152984,0.015195142,0.65036412,0.758746663
1228.01938414574,2956.79317668406,-291.084015319007,1.845536799,-0.033065497,0.012301269,0.650068471,0.759056214
1228.19543433189,2956.85286169546,-290.635562584968,1.843031528,-0.031348443,0.008344215,0.650184282,0.75908369
1228.41729426384,2956.92247395217,-290.134571969975,1.846539253,-0.028813045,0.005212126,0.650614545,0.758843434
1228.60818362236,2957.00342599628,-289.564538529026,1.854858391,-0.027589533,0.005525052,0.650877093,0.75866152
1228.80008268356,2957.07828858029,-289.063178597018,1.85899527,-0.027981491,0.008017191,0.650895363,0.758609246
1229.00686979294,2957.15514639625,-288.579052118002,1.857709798,-0.028463406,0.011246733,0.651029754,0.758434971
1229.19873762131,2957.24460700527,-288.035988872987,1.849413845,-0.028105824,0.013570112,0.651753771,0.757788187
1229.4067325592,2957.33330363408,-287.491602116032,1.840285946,-0.028356694,0.013711426,0.652749029,0.75691915
1229.59861564636,2957.39996195817,-287.06690088904,1.835410242,-0.028580551,0.012862106,0.653099645,0.756623138
1229.82058215141,2957.4978233804,-286.421276725014,1.836176882,-0.027293698,0.010024543,0.653036828,0.756767774
1229.99642777443,2957.56972983712,-285.947296392056,1.84147282,-0.025098,0.007687407,0.652951755,0.756944515
1230.21830177307,2957.64391710423,-285.462527357973,1.850058833,-0.023198031,0.005847107,0.652948616,0.757024285
1230.41023206711,2957.73528822511,-284.851355465013,1.86413267,-0.022353496,0.007069766,0.652677778,0.757272776
1230.60220885277,2957.80765999528,-284.354095273069,1.874692493,-0.023546438,0.010864202,0.652226641,0.757580321
